tasa_cumplimiento,pagos_puntuales,pagos_atrasados,defaults,atraso_max_periodos,defaults_tras_cobro,antiguedad_periodos,disputas_perdidas,incumplio
1000000,4,0,0,0,0,4,3,0
500000,1,0,1,0,0,2,0,0
875000,5,2,1,938048,1,8,0,1
1000000,4,0,0,0,0,4,0,0
625000,4,1,3,1107861,3,8,1,0
666666,3,1,2,684233,0,6,0,0
875000,5,2,1,595781,1,8,0,0
600000,3,0,2,0,2,5,0,0
500000,1,1,2,1785523,1,4,0,1
857142,6,0,1,0,0,7,0,0
800000,1,3,1,1885023,1,5,0,0
666666,4,0,2,0,0,6,0,0
1000000,5,0,0,0,0,5,0,0
625000,2,3,3,982457,2,8,0,0
800000,4,0,1,0,0,5,0,0
1000000,3,0,0,0,0,3,0,0
857142,6,0,1,0,1,7,0,0
857142,5,1,1,794552,0,7,0,1
1000000,3,0,0,0,0,3,0,0
750000,4,2,2,1768772,0,8,0,1
1000000,6,1,0,91476,0,7,0,0
750000,5,1,2,637107,0,8,0,0
1000000,4,3,0,1532665,0,7,0,0
800000,3,1,1,304279,0,5,1,0
400000,0,2,3,1982705,3,5,0,1
1000000,6,1,0,207357,0,7,0,0
600000,1,2,2,1513037,0,5,0,0
800000,2,2,1,367054,1,5,0,0
1000000,2,2,0,1997312,0,4,1,0
1000000,3,1,0,1009867,0,4,0,0
1000000,7,0,0,0,0,7,0,0
1000000,5,0,0,0,0,5,0,0
600000,0,3,2,2415416,2,5,1,1
857142,5,1,1,330984,0,7,0,0
1000000,4,1,0,389425,0,5,0,0
571428,4,0,3,0,0,7,0,0
1000000,3,0,0,0,0,3,0,0
625000,4,1,3,1035116,1,8,0,0
600000,2,1,2,569159,0,5,0,0
1000000,8,0,0,0,0,8,0,0
500000,0,4,4,1763333,4,8,0,1
750000,1,2,1,928605,1,4,0,1
400000,1,1,3,197066,2,5,0,0
750000,3,0,1,0,0,4,0,0
1000000,4,1,0,59834,0,5,0,0
1000000,5,0,0,0,0,5,0,0
857142,5,1,1,496735,0,7,0,0
1000000,8,0,0,0,0,8,0,0
875000,7,0,1,0,0,8,0,0
600000,3,0,2,0,2,5,0,0
666666,4,0,2,0,1,6,0,0
1000000,5,0,0,0,0,5,0,0
833333,3,2,1,1581960,1,6,3,0
1000000,4,2,0,550315,0,6,0,0
1000000,4,0,0,0,0,4,0,0
875000,7,0,1,0,1,8,0,0
1000000,7,1,0,436120,0,8,0,0
666666,2,0,1,0,1,3,0,1
1000000,7,1,0,938617,0,8,0,0
1000000,0,3,0,1422556,0,3,0,0
857142,6,0,1,0,0,7,0,0
625000,3,2,3,1650910,3,8,0,1
750000,6,0,2,0,1,8,0,0
800000,4,0,1,0,0,5,0,0
833333,4,1,1,1237888,0,6,0,0
571428,2,2,3,380352,3,7,0,0
571428,4,0,3,0,1,7,0,0
666666,1,1,1,815597,0,3,0,0
1000000,5,0,0,0,0,5,0,0
800000,2,2,1,1116342,1,5,0,1
875000,6,1,1,535429,1,8,0,0
1000000,8,0,0,0,0,8,0,0
875000,7,0,1,0,0,8,0,0
714285,5,0,2,0,0,7,1,0
750000,3,0,1,0,1,4,3,1
666666,1,3,2,523004,2,6,0,0
1000000,2,1,0,102946,0,3,0,0
1000000,4,1,0,143985,0,5,0,0
1000000,4,1,0,1067901,0,5,0,0
666666,1,3,2,2895828,2,6,0,1
750000,2,1,1,788868,0,4,0,0
857142,4,2,1,1242720,1,7,0,0
500000,1,0,1,0,0,2,0,0
1000000,4,0,0,0,0,4,3,0
1000000,4,3,0,757013,0,7,0,0
666666,2,0,1,0,0,3,0,0
1000000,0,0,0,0,0,0,0,0
1000000,4,0,0,0,0,4,0,0
833333,5,0,1,0,1,6,0,0
750000,1,2,1,1429138,1,4,0,1
428571,0,3,4,1696004,1,7,0,1
1000000,3,0,0,0,0,3,0,0
1000000,3,4,0,1188478,0,7,0,0
1000000,5,1,0,897975,0,6,1,0
1000000,7,0,0,0,0,7,0,0
1000000,4,0,0,0,0,4,0,0
200000,1,0,4,0,3,5,0,0
833333,5,0,1,0,1,6,0,0
1000000,3,0,0,0,0,3,0,0
600000,3,0,2,0,0,5,0,0
833333,1,4,1,1414112,1,6,0,0
1000000,4,1,0,386519,0,5,0,0
750000,6,0,2,0,1,8,0,0
1000000,5,3,0,1534189,0,8,0,0
285714,0,2,5,460703,5,7,0,1
666666,3,1,2,46876,1,6,1,0
285714,0,2,5,1687061,3,7,0,1
1000000,7,1,0,145505,0,8,0,0
714285,1,4,2,1695286,0,7,0,0
1000000,5,0,0,0,0,5,0,0
750000,6,0,2,0,0,8,0,0
875000,7,0,1,0,0,8,0,0
750000,3,0,1,0,0,4,0,0
750000,2,1,1,361901,0,4,0,0
750000,5,1,2,219589,1,8,0,0
666666,3,1,2,1635738,0,6,0,0
800000,4,0,1,0,0,5,0,0
625000,1,4,3,1158417,3,8,0,1
666666,3,1,2,1330722,2,6,0,0
1000000,6,0,0,0,0,6,0,0
571428,2,2,3,2336355,1,7,0,1
833333,5,0,1,0,0,6,0,0
750000,4,2,2,1438480,1,8,0,0
625000,3,2,3,414612,3,8,0,0
1000000,0,0,0,0,0,0,0,0
1000000,5,0,0,0,0,5,0,0
1000000,2,1,0,509180,0,3,0,0
714285,0,5,2,2854976,2,7,0,1
1000000,0,0,0,0,0,0,0,0
600000,1,2,2,1626432,1,5,0,1
857142,2,4,1,1510403,0,7,0,1
800000,3,1,1,170313,0,5,0,0
875000,7,0,1,0,1,8,0,0
1000000,4,1,0,652407,0,5,0,0
1000000,6,1,0,752621,0,7,0,0
750000,3,0,1,0,0,4,0,0
1000000,2,2,0,929042,0,4,0,0
750000,3,0,1,0,1,4,0,0
600000,2,1,2,391703,0,5,0,0
1000000,2,0,0,0,0,2,0,0
400000,0,2,3,643254,3,5,0,0
1000000,6,0,0,0,0,6,0,0
1000000,2,1,0,1546791,0,3,0,0
1000000,7,0,0,0,0,7,0,0
1000000,1,0,0,0,0,1,0,0
1000000,7,1,0,288879,0,8,0,0
625000,2,3,3,2727699,3,8,0,0
800000,4,0,1,0,1,5,0,0
1000000,4,1,0,794951,0,5,0,0
1000000,4,0,0,0,0,4,3,0
875000,6,1,1,539573,1,8,0,0
1000000,4,2,0,626675,0,6,0,0
833333,5,0,1,0,0,6,0,0
750000,5,1,2,826849,2,8,0,1
1000000,7,1,0,220980,0,8,0,0
1000000,3,1,0,1180570,0,4,0,0
714285,5,0,2,0,2,7,0,0
875000,4,3,1,717110,1,8,0,0
857142,6,0,1,0,0,7,0,0
857142,6,0,1,0,1,7,0,0
666666,3,1,2,615851,1,6,0,1
1000000,6,2,0,682725,0,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,6,0,0,0,0,6,0,0
500000,2,0,2,0,1,4,0,0
500000,1,2,3,1064469,2,6,0,0
1000000,0,0,0,0,0,0,0,0
1000000,4,2,0,364973,0,6,1,0
1000000,3,1,0,156867,0,4,0,0
833333,4,1,1,608085,0,6,0,0
1000000,0,0,0,0,0,0,0,0
875000,6,1,1,794561,1,8,0,0
857142,5,1,1,351998,1,7,0,0
1000000,6,1,0,681106,0,7,0,0
857142,3,3,1,670152,1,7,0,0
375000,2,1,5,862442,2,8,0,1
1000000,0,0,0,0,0,0,0,0
500000,2,1,3,643702,1,6,0,1
1000000,1,1,0,676561,0,2,1,0
833333,5,0,1,0,0,6,0,0
833333,3,2,1,1364928,0,6,0,0
1000000,1,1,0,762768,0,2,0,0
1000000,7,0,0,0,0,7,0,0
666666,2,0,1,0,0,3,0,0
800000,4,0,1,0,1,5,2,0
714285,4,1,2,1304652,0,7,0,0
333333,0,2,4,1868709,2,6,1,0
500000,0,3,3,1279476,3,6,0,0
333333,1,1,4,440716,4,6,0,1
800000,3,1,1,216016,1,5,0,0
333333,2,0,4,0,4,6,0,0
800000,4,0,1,0,0,5,0,0
714285,0,5,2,906907,2,7,0,1
600000,2,1,2,1263608,2,5,0,0
800000,3,1,1,1753598,0,5,0,0
1000000,4,1,0,849644,0,5,0,0
857142,4,2,1,1386646,1,7,0,0
1000000,0,2,0,909884,0,2,0,0
1000000,5,2,0,560239,0,7,0,0
1000000,1,0,0,0,0,1,0,0
600000,2,1,2,797165,0,5,0,0
625000,2,3,3,1787259,3,8,0,0
1000000,5,1,0,282419,0,6,1,0
333333,2,0,4,0,3,6,0,1
1000000,5,1,0,867344,0,6,0,0
1000000,1,0,0,0,0,1,0,0
750000,3,0,1,0,0,4,1,0
800000,2,2,1,2281377,1,5,0,0
1000000,4,1,0,720337,0,5,0,0
714285,5,0,2,0,2,7,0,0
875000,7,0,1,0,1,8,0,0
714285,4,1,2,882397,1,7,0,0
714285,4,1,2,433197,2,7,0,0
375000,1,2,5,2263793,0,8,0,0
625000,3,2,3,1332237,3,8,0,1
1000000,4,0,0,0,0,4,0,0
1000000,1,0,0,0,0,1,0,0
1000000,5,0,0,0,0,5,0,0
625000,5,0,3,0,2,8,1,0
1000000,6,0,0,0,0,6,0,0
500000,2,1,3,314914,3,6,0,0
625000,1,4,3,1132864,3,8,0,1
1000000,6,1,0,460805,0,7,0,0
285714,2,0,5,0,3,7,0,1
750000,2,1,1,751694,1,4,0,0
1000000,7,1,0,965196,0,8,0,0
875000,4,3,1,860253,1,8,0,1
375000,3,0,5,0,5,8,0,0
1000000,0,0,0,0,0,0,0,0
0,0,0,2,0,1,2,0,0
1000000,5,0,0,0,0,5,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,0,0,0,0,4,0,0
714285,4,1,2,663309,0,7,0,0
1000000,0,1,0,442661,0,1,0,0
750000,3,0,1,0,0,4,0,0
625000,3,2,3,762807,0,8,0,0
750000,5,1,2,690879,0,8,3,0
428571,1,2,4,822727,4,7,0,0
875000,4,3,1,1711906,1,8,0,1
1000000,4,0,0,0,0,4,2,0
1000000,7,0,0,0,0,7,0,0
500000,2,1,3,325325,3,6,0,0
1000000,4,1,0,968970,0,5,0,0
875000,7,0,1,0,0,8,0,0
750000,3,0,1,0,1,4,0,0
875000,7,0,1,0,1,8,1,0
833333,5,0,1,0,0,6,0,0
857142,3,3,1,1872002,1,7,0,0
500000,2,0,2,0,0,4,0,0
1000000,4,0,0,0,0,4,1,0
375000,0,3,5,872994,5,8,0,1
857142,4,2,1,1818821,0,7,0,1
1000000,3,0,0,0,0,3,0,0
833333,5,0,1,0,0,6,0,0
500000,1,0,1,0,0,2,0,0
750000,1,2,1,2137317,1,4,1,0
833333,4,1,1,571041,0,6,0,0
750000,2,4,2,752068,1,8,0,0
750000,3,0,1,0,0,4,0,0
800000,4,0,1,0,1,5,0,0
500000,1,1,2,1448227,1,4,0,1
500000,0,4,4,523680,3,8,0,1
833333,3,2,1,1448711,1,6,0,0
1000000,6,0,0,0,0,6,0,0
857142,6,0,1,0,1,7,0,0
250000,1,0,3,0,2,4,0,1
1000000,7,0,0,0,0,7,0,0
666666,2,0,1,0,1,3,0,0
1000000,4,2,0,851288,0,6,0,0
833333,4,1,1,90519,0,6,0,0
833333,5,0,1,0,1,6,0,1
1000000,6,0,0,0,0,6,0,0
1000000,5,1,0,131551,0,6,0,0
1000000,7,0,0,0,0,7,0,0
833333,4,1,1,705724,0,6,0,0
800000,1,3,1,368397,1,5,0,0
1000000,6,0,0,0,0,6,0,0
1000000,3,1,0,1006501,0,4,0,0
857142,6,0,1,0,0,7,0,0
666666,2,0,1,0,0,3,0,0
750000,2,1,1,998925,1,4,0,0
800000,4,0,1,0,1,5,0,0
333333,1,0,2,0,0,3,0,0
800000,4,0,1,0,1,5,0,0
1000000,2,0,0,0,0,2,0,0
1000000,1,0,0,0,0,1,2,0
1000000,6,1,0,794622,0,7,0,0
666666,2,2,2,1739325,2,6,0,0
625000,3,2,3,777420,3,8,0,0
1000000,6,0,0,0,0,6,0,0
400000,0,2,3,994539,3,5,0,0
500000,2,0,2,0,1,4,0,1
600000,1,2,2,779708,0,5,0,0
1000000,5,0,0,0,0,5,0,0
600000,2,1,2,311873,0,5,0,0
1000000,7,1,0,81905,0,8,3,0
857142,4,2,1,873082,0,7,0,0
714285,5,0,2,0,2,7,0,0
800000,3,1,1,1117036,0,5,0,0
857142,6,0,1,0,1,7,0,0
571428,2,2,3,1206433,3,7,0,0
400000,1,1,3,793729,0,5,0,0
1000000,4,0,0,0,0,4,0,0
1000000,4,1,0,632121,0,5,0,0
142857,0,1,6,1397175,5,7,0,0
714285,2,3,2,1122395,2,7,0,1
1000000,6,1,0,115417,0,7,0,0
1000000,6,0,0,0,0,6,3,0
400000,2,0,3,0,2,5,0,0
750000,1,2,1,1463509,0,4,0,0
250000,1,1,6,1200543,5,8,0,0
1000000,4,1,0,469360,0,5,0,1
800000,3,1,1,541892,0,5,0,0
1000000,3,0,0,0,0,3,0,0
750000,5,1,2,385406,0,8,0,0
1000000,4,0,0,0,0,4,1,0
714285,5,0,2,0,1,7,0,0
1000000,0,1,0,487749,0,1,0,0
0,0,0,3,0,2,3,0,1
1000000,1,0,0,0,0,1,0,0
714285,4,1,2,1330218,0,7,0,0
800000,4,0,1,0,1,5,3,0
1000000,4,0,0,0,0,4,0,0
875000,7,0,1,0,0,8,0,0
857142,5,1,1,846289,1,7,0,0
285714,0,2,5,2063175,5,7,3,1
1000000,2,2,0,1705681,0,4,0,1
1000000,5,1,0,383338,0,6,0,0
1000000,4,0,0,0,0,4,0,0
500000,2,0,2,0,0,4,0,0
666666,4,0,2,0,0,6,1,0
666666,2,0,1,0,0,3,0,0
428571,3,0,4,0,1,7,0,0
833333,5,0,1,0,1,6,0,0
1000000,6,2,0,440915,0,8,0,0
1000000,4,2,0,1478247,0,6,0,0
400000,1,1,3,848901,2,5,0,0
833333,5,0,1,0,0,6,0,0
1000000,7,1,0,899164,0,8,0,0
800000,1,3,1,1351493,0,5,0,0
666666,3,1,2,84398,2,6,0,0
500000,1,1,2,1064799,1,4,0,0
1000000,8,0,0,0,0,8,0,0
333333,2,0,4,0,4,6,0,0
833333,5,0,1,0,0,6,0,0
1000000,2,1,0,371531,0,3,2,1
857142,6,0,1,0,0,7,0,0
1000000,3,1,0,784894,0,4,0,1
1000000,3,2,0,965504,0,5,2,0
1000000,6,1,0,648826,0,7,0,0
800000,4,0,1,0,0,5,0,0
0,0,0,3,0,3,3,0,1
875000,7,0,1,0,1,8,0,0
1000000,4,1,0,642999,0,5,0,0
1000000,1,0,0,0,0,1,0,0
1000000,1,0,0,0,0,1,0,0
750000,2,1,1,90793,0,4,0,0
1000000,2,0,0,0,0,2,0,0
600000,1,2,2,293473,2,5,0,1
750000,3,0,1,0,1,4,0,0
1000000,3,1,0,42471,0,4,0,0
250000,0,2,6,990591,6,8,0,0
1000000,6,0,0,0,0,6,0,0
750000,3,3,2,1362955,1,8,0,0
1000000,7,0,0,0,0,7,0,0
857142,6,0,1,0,1,7,0,0
714285,4,1,2,2180123,0,7,0,1
750000,1,2,1,1435140,1,4,0,0
750000,5,1,2,1220695,2,8,0,0
750000,4,2,2,1057623,1,8,0,0
750000,0,3,1,2725300,1,4,0,1
1000000,4,2,0,932311,0,6,0,0
1000000,3,1,0,1055896,0,4,0,0
1000000,2,1,0,1065190,0,3,0,0
666666,3,1,2,504907,1,6,0,1
666666,1,1,1,1858002,0,3,0,1
857142,5,1,1,200231,0,7,1,0
1000000,5,1,0,1006360,0,6,0,0
1000000,2,0,0,0,0,2,0,0
428571,2,1,4,1462420,2,7,2,1
750000,2,1,1,1143786,0,4,0,0
833333,5,0,1,0,1,6,0,0
1000000,8,0,0,0,0,8,0,0
833333,5,0,1,0,0,6,0,0
1000000,0,0,0,0,0,0,0,0
1000000,3,5,0,2549328,0,8,0,1
800000,4,0,1,0,0,5,0,0
375000,2,1,5,920779,3,8,0,0
875000,6,1,1,939758,1,8,0,0
1000000,2,0,0,0,0,2,0,0
857142,1,5,1,977458,1,7,0,0
1000000,5,1,0,751650,0,6,0,0
400000,0,2,3,2481352,1,5,0,1
500000,1,0,1,0,0,2,0,0
750000,3,0,1,0,0,4,0,0
857142,3,3,1,976638,0,7,3,0
1000000,3,1,0,1607467,0,4,0,0
600000,2,1,2,850063,2,5,0,0
1000000,8,0,0,0,0,8,0,0
1000000,0,3,0,646332,0,3,0,1
1000000,6,1,0,307849,0,7,0,0
0,0,0,2,0,2,2,0,1
1000000,7,0,0,0,0,7,0,0
857142,6,0,1,0,1,7,0,0
1000000,4,0,0,0,0,4,0,0
750000,5,1,2,1085112,2,8,0,0
800000,4,0,1,0,1,5,0,0
1000000,4,0,0,0,0,4,0,0
875000,6,1,1,645985,1,8,0,0
1000000,5,2,0,1457478,0,7,3,0
1000000,6,0,0,0,0,6,0,0
1000000,1,2,0,174586,0,3,0,0
1000000,5,0,0,0,0,5,0,0
1000000,3,1,0,183751,0,4,0,0
250000,0,1,3,1048181,3,4,0,1
666666,1,3,2,1284622,1,6,0,1
1000000,4,1,0,257509,0,5,0,0
833333,5,0,1,0,0,6,0,0
857142,4,2,1,1432549,1,7,0,0
1000000,4,0,0,0,0,4,0,0
1000000,0,0,0,0,0,0,0,1
142857,1,0,6,0,4,7,0,1
857142,6,0,1,0,1,7,0,1
1000000,3,1,0,953054,0,4,0,0
750000,6,0,2,0,0,8,0,0
1000000,4,1,0,75994,0,5,0,0
1000000,5,1,0,1045456,0,6,0,0
750000,1,2,1,1381848,1,4,0,0
750000,5,1,2,124236,1,8,0,0
1000000,1,0,0,0,0,1,0,0
375000,0,3,5,180471,5,8,0,0
714285,4,1,2,1445201,2,7,0,0
1000000,2,0,0,0,0,2,0,0
0,0,0,1,0,1,1,0,1
875000,3,4,1,1659033,0,8,0,0
750000,4,2,2,1425673,0,8,1,1
1000000,4,1,0,314489,0,5,0,0
1000000,0,0,0,0,0,0,0,0
714285,5,0,2,0,0,7,0,0
1000000,5,0,0,0,0,5,0,0
750000,3,0,1,0,1,4,0,1
750000,3,0,1,0,1,4,0,0
400000,0,2,3,519243,3,5,0,1
1000000,1,2,0,1031760,0,3,0,0
875000,6,1,1,501279,0,8,0,0
1000000,3,2,0,283158,0,5,0,0
1000000,7,0,0,0,0,7,0,0
666666,2,2,2,630392,0,6,0,0
833333,2,3,1,863399,0,6,0,0
750000,6,0,2,0,2,8,0,0
0,0,0,5,0,5,5,0,1
1000000,3,0,0,0,0,3,0,0
1000000,7,0,0,0,0,7,0,0
1000000,1,1,0,1208553,0,2,0,0
800000,2,2,1,602738,1,5,0,0
1000000,1,0,0,0,0,1,0,0
833333,4,1,1,91208,0,6,3,0
750000,3,0,1,0,0,4,0,0
714285,1,4,2,1509838,1,7,0,1
833333,4,1,1,603351,1,6,1,0
800000,3,1,1,1332218,0,5,0,0
500000,1,0,1,0,0,2,0,0
500000,1,0,1,0,0,2,0,0
666666,2,0,1,0,1,3,0,0
750000,6,0,2,0,0,8,3,0
750000,3,0,1,0,0,4,0,0
800000,4,0,1,0,1,5,0,0
750000,2,4,2,1810061,1,8,0,0
1000000,3,0,0,0,0,3,0,0
833333,3,2,1,1176807,0,6,0,0
1000000,3,0,0,0,0,3,0,0
1000000,3,1,0,275204,0,4,0,0
1000000,2,0,0,0,0,2,0,0
1000000,3,0,0,0,0,3,2,0
714285,5,0,2,0,1,7,0,0
1000000,2,0,0,0,0,2,0,0
833333,5,0,1,0,0,6,0,0
1000000,7,0,0,0,0,7,0,0
875000,7,0,1,0,1,8,0,0
400000,1,1,3,148094,3,5,0,0
750000,3,0,1,0,1,4,0,0
500000,3,0,3,0,2,6,0,0
1000000,3,1,0,550922,0,4,0,0
1000000,6,2,0,606497,0,8,0,0
857142,3,3,1,903222,0,7,0,0
857142,5,1,1,169467,1,7,0,0
714285,3,2,2,671943,2,7,0,0
571428,3,1,3,200017,1,7,0,1
1000000,4,0,0,0,0,4,0,0
625000,1,4,3,1322299,3,8,0,0
250000,0,1,3,318494,2,4,0,1
714285,4,1,2,600411,0,7,0,0
857142,3,3,1,821505,0,7,3,0
666666,2,0,1,0,0,3,0,0
1000000,2,0,0,0,0,2,0,0
500000,0,3,3,2413956,0,6,2,0
1000000,8,0,0,0,0,8,0,0
714285,4,1,2,769156,1,7,0,0
1000000,4,0,0,0,0,4,0,0
600000,2,1,2,540111,1,5,0,0
1000000,5,0,0,0,0,5,0,0
875000,4,3,1,1100928,0,8,0,0
857142,6,0,1,0,1,7,0,0
1000000,2,2,0,1219579,0,4,0,0
833333,5,0,1,0,0,6,0,0
1000000,7,1,0,587799,0,8,0,0
666666,1,1,1,1117222,0,3,0,0
666666,1,1,1,267083,0,3,0,0
750000,3,0,1,0,0,4,0,0
750000,3,0,1,0,0,4,0,0
625000,4,1,3,164200,3,8,0,0
500000,2,0,2,0,0,4,0,0
1000000,1,2,0,1278333,0,3,0,0
800000,4,0,1,0,0,5,0,0
750000,2,4,2,1257684,1,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,3,0,0,0,0,3,0,0
1000000,6,1,0,1520771,0,7,0,0
857142,6,0,1,0,1,7,0,0
1000000,5,0,0,0,0,5,0,0
800000,4,0,1,0,0,5,0,0
666666,2,0,1,0,1,3,0,0
1000000,8,0,0,0,0,8,0,0
800000,2,2,1,208746,1,5,0,1
1000000,1,1,0,1005179,0,2,0,0
625000,4,1,3,516520,3,8,0,0
875000,6,1,1,224504,1,8,0,0
1000000,4,0,0,0,0,4,0,0
1000000,5,3,0,1201292,0,8,0,0
1000000,5,0,0,0,0,5,0,0
600000,2,1,2,311809,2,5,0,0
833333,5,0,1,0,1,6,0,0
500000,4,0,4,0,3,8,0,0
800000,3,1,1,1582550,0,5,0,0
375000,2,1,5,573012,4,8,0,1
750000,1,5,2,978941,2,8,0,0
1000000,5,0,0,0,0,5,0,0
625000,1,4,3,1153225,3,8,0,1
750000,4,2,2,1386259,2,8,0,0
1000000,4,0,0,0,0,4,0,0
666666,0,2,1,2392764,0,3,0,0
833333,2,3,1,990585,1,6,0,0
625000,3,2,3,975494,3,8,0,1
1000000,3,1,0,1748904,0,4,0,0
857142,3,3,1,749821,0,7,0,1
666666,3,1,2,367330,2,6,0,0
500000,1,3,4,1042408,4,8,0,0
857142,4,2,1,1053297,1,7,0,0
1000000,5,0,0,0,0,5,0,0
571428,3,1,3,1760307,0,7,0,0
375000,2,1,5,2118259,5,8,0,1
1000000,3,3,0,1971444,0,6,1,1
666666,1,3,2,1723859,0,6,3,0
1000000,3,1,0,287925,0,4,0,0
800000,2,2,1,512912,1,5,0,0
500000,2,1,3,1517309,2,6,0,0
1000000,3,0,0,0,0,3,0,0
857142,6,0,1,0,1,7,0,0
1000000,5,2,0,711600,0,7,0,0
625000,3,2,3,1063755,3,8,0,0
666666,2,0,1,0,0,3,0,0
1000000,4,0,0,0,0,4,0,0
875000,6,1,1,549759,1,8,0,0
1000000,1,0,0,0,0,1,0,0
833333,5,0,1,0,1,6,0,0
600000,3,0,2,0,0,5,1,0
1000000,2,4,0,457496,0,6,2,0
1000000,2,0,0,0,0,2,0,0
800000,2,2,1,744423,1,5,0,0
800000,1,3,1,693559,1,5,0,0
1000000,1,1,0,375872,0,2,0,0
428571,3,0,4,0,3,7,0,0
625000,5,0,3,0,3,8,0,0
500000,0,2,2,1584246,0,4,3,0
875000,6,1,1,981276,0,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,3,4,0,1635962,0,7,0,0
833333,4,1,1,102538,1,6,0,0
1000000,1,0,0,0,0,1,0,0
1000000,1,0,0,0,0,1,0,0
800000,4,0,1,0,0,5,0,0
1000000,4,1,0,1042759,0,5,0,0
1000000,2,0,0,0,0,2,0,0
750000,6,0,2,0,2,8,0,0
0,0,0,3,0,0,3,0,0
750000,1,2,1,386465,1,4,0,0
1000000,7,1,0,1006447,0,8,0,0
1000000,4,0,0,0,0,4,1,0
1000000,6,0,0,0,0,6,0,0
1000000,6,0,0,0,0,6,0,0
500000,1,1,2,1694770,0,4,2,0
750000,5,1,2,496989,2,8,0,0
800000,2,2,1,1341068,0,5,0,0
500000,1,3,4,1214078,1,8,0,1
1000000,4,0,0,0,0,4,0,0
1000000,5,0,0,0,0,5,0,0
1000000,1,0,0,0,0,1,0,0
1000000,2,2,0,730886,0,4,0,0
1000000,4,0,0,0,0,4,0,0
833333,3,2,1,1809698,0,6,0,0
625000,5,0,3,0,2,8,0,0
1000000,2,0,0,0,0,2,0,0
1000000,8,0,0,0,0,8,0,0
750000,0,3,1,2039808,1,4,0,1
714285,4,1,2,579210,1,7,0,0
1000000,6,1,0,706658,0,7,0,0
857142,6,0,1,0,0,7,0,0
1000000,3,0,0,0,0,3,0,0
857142,5,1,1,1064003,1,7,0,0
875000,5,2,1,554722,0,8,0,0
714285,3,2,2,1059899,1,7,0,0
166666,0,1,5,202948,3,6,3,1
857142,5,1,1,184394,0,7,0,1
1000000,7,1,0,814355,0,8,0,0
1000000,6,0,0,0,0,6,0,0
1000000,4,0,0,0,0,4,0,0
1000000,2,0,0,0,0,2,0,0
800000,3,1,1,730722,1,5,0,0
1000000,6,1,0,850997,0,7,0,0
857142,6,0,1,0,0,7,0,0
666666,4,0,2,0,1,6,0,0
1000000,3,0,0,0,0,3,0,0
1000000,0,0,0,0,0,0,0,0
750000,5,1,2,938633,1,8,0,1
666666,2,2,2,2274628,0,6,0,1
750000,4,2,2,829749,0,8,0,0
750000,2,1,1,1772599,0,4,0,0
1000000,6,0,0,0,0,6,0,0
428571,1,2,4,793569,1,7,0,1
875000,3,4,1,1400984,1,8,0,0
875000,7,0,1,0,1,8,0,0
1000000,5,0,0,0,0,5,0,0
1000000,4,1,0,254493,0,5,0,0
800000,3,1,1,578298,1,5,0,0
600000,3,0,2,0,0,5,0,0
1000000,7,0,0,0,0,7,0,0
333333,0,1,2,130825,2,3,0,0
625000,5,0,3,0,3,8,0,0
833333,5,0,1,0,1,6,0,0
625000,5,0,3,0,2,8,0,0
800000,4,0,1,0,0,5,0,0
1000000,3,0,0,0,0,3,0,0
800000,4,0,1,0,1,5,0,0
666666,3,1,2,77229,2,6,0,0
800000,4,0,1,0,0,5,0,0
857142,5,1,1,226697,0,7,0,0
625000,5,0,3,0,3,8,0,0
833333,2,3,1,1269294,0,6,0,1
1000000,5,1,0,486260,0,6,0,0
500000,1,2,3,815340,3,6,0,1
1000000,6,0,0,0,0,6,0,0
1000000,5,0,0,0,0,5,0,0
500000,2,2,4,1185275,4,8,0,1
500000,2,1,3,743832,2,6,0,0
250000,0,1,3,996550,3,4,0,0
833333,5,0,1,0,1,6,0,0
666666,2,0,1,0,0,3,0,0
714285,0,5,2,726721,2,7,0,0
1000000,6,0,0,0,0,6,0,0
500000,3,1,4,1620770,4,8,0,1
1000000,4,0,0,0,0,4,0,0
875000,5,2,1,385494,1,8,0,0
750000,6,0,2,0,2,8,0,0
666666,4,0,2,0,1,6,0,0
1000000,5,3,0,2070660,0,8,0,0
1000000,7,0,0,0,0,7,0,0
1000000,6,0,0,0,0,6,0,0
857142,6,0,1,0,1,7,0,0
833333,5,0,1,0,1,6,0,0
833333,3,2,1,950873,1,6,0,0
1000000,2,1,0,708133,0,3,0,0
1000000,5,0,0,0,0,5,0,0
1000000,5,0,0,0,0,5,0,0
1000000,6,1,0,1040437,0,7,0,0
1000000,7,1,0,795887,0,8,0,0
1000000,8,0,0,0,0,8,0,0
1000000,4,0,0,0,0,4,0,0
666666,2,0,1,0,1,3,0,0
800000,3,1,1,1089342,0,5,0,0
1000000,2,0,0,0,0,2,2,0
750000,1,2,1,1356125,1,4,0,1
600000,0,3,2,2286777,2,5,0,1
1000000,6,0,0,0,0,6,0,0
600000,2,1,2,723614,0,5,0,0
625000,4,1,3,790781,0,8,0,0
571428,4,0,3,0,0,7,0,0
1000000,2,0,0,0,0,2,0,0
500000,2,1,3,617139,2,6,0,1
800000,4,0,1,0,1,5,0,0
833333,4,1,1,146355,1,6,0,0
